pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
59,203,71,71150,176190,46470,NA,T,3718,98,NA,1,1,5,2,1,3,1,5,1,0,2,1,0,2,2,2,2,3,1,2,2,0,1068,2,1,1,3,NA,1,CHICAGO,60634,5350,0.5557009345794393,5.607476635514019e-4,0.05009345794392523,0.3936448598130841,0,14000,Chicago,0,0,1,0,0,0,BRIDGE,STEINMETZ COLLEGE PREP HS,6.894,64455,FALSE,TRUE,TRUE
60,203,29,29060,151380,68830,NA,W,19668,66,NA,1,1,6,3,1,3,1,5,2,0,2,1,0,2,2,2,2,4,1,2,2,0,1260,2,1,1,3,NA,NA,PALATINE,60074,3581,0.804523876012287,0.01647584473610723,0.07846970120078191,0.08656799776598716,0.02792516056967327,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.178,66347,FALSE,TRUE,TRUE
61,211,71,71010,239600,62770,NA,W,4650,94,2,2,2,10,4,1,3,2,5,2,0,3,2,0,2,NA,2,2,7,NA,NA,NA,0,2456,2,2,2,NA,NA,1,CHICAGO,60630,5390,0.5829313543599258,0.00463821892393321,0.12393320964749537,0.28534322820037106,0.00630797773654916,14000,Chicago,0,0,1,0,0,0,FARNSWORTH,TAFT HS,6.894,86512,FALSE,FALSE,TRUE
62,203,39,39010,124200,57150,NA,W,11430,63,NA,3,1,7,3,4,3,1,5,1,1,3,2,0,2,NA,2,2,3,1,2,2,0,1635,2,1,1,NA,NA,NA,OAK LAWN,60453,3798,0.7659294365455502,0.03264876250658241,0.00842548709847288,0.16245392311743023,0.03765139547130068,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  122,COMMUNITY HIGH SCHOOL  229,11.134,63973,FALSE,TRUE,TRUE
63,203,72,72423,173590,47880,NA,W,5040,79,NA,1,1,6,3,1,1,1,5,2,0,3,2,0,NA,NA,2,2,3,1,2,2,0,1299,2,1,1,NA,NA,NA,CHICAGO,60655,6661,0.8683380873742681,0.01095931541810539,0.02402041735475154,0.09488064855126858,0.00360306260321273,14000,Chicago,0,0,1,0,0,0,MOUNT GREENWOOD,MORGAN PARK HS,6.908,100361,FALSE,TRUE,TRUE
64,204,25,25280,501680,95000,NA,W,10000,70,NA,1,1,9,4,4,3,1,5,1,1,2,2,1,2,2,2,2,3,1,1,2,0,3240,2,1,5,1,NA,NA,NORTHBROOK,60062,5907,0.8324022346368715,0,0.13712544438801422,0.01574403250380904,0.02945657694261046,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT 31,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,6.628,111912,FALSE,TRUE,TRUE
65,210,21,21052,127820,19500,AV,T,3900,76,NA,3,1,6,3,1,3,1,5,2,0,1,1,0,1,2,2,2,3,2,2,2,0,1242,2,1,5,1,NA,NA,LYONS,60534,6225,0.4324497991967872,0.00562248995983935,0.02682730923694779,0.5288353413654618,0.01172690763052208,45434,Lyons,0,0,1,0,0,1,SCHOOL DISTRICT  103,BERWYN CICERO STICKNEY HIGH SCHOOL 201,13.204,63846,FALSE,TRUE,TRUE
66,295,18,18012,185000,18760,NA,W,2502,20,NA,1,1,5,2,3,1,1,5,1,0,3,2,1,2,1,2,2,3,1,1,1,0,1608,2,1,2,NA,NA,NA,BARTLETT,60103,12447,0.544629227926408,0.02024584237165582,0.26351731340885354,0.1408371495139391,0.04997188077448381,04013,Bartlett,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.245,97684,FALSE,TRUE,TRUE
67,234,72,72321,78770,26260,NA,W,4775,136,NA,1,1,6,3,1,3,2,5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,1572,2,1,5,1,NA,NA,CHICAGO,60628,4359,0.00229410415232851,0.9740766230786878,0,2.2941041523285156e-4,0.04679972470750172,14000,Chicago,0,0,1,0,0,0,FERNWOOD,JULIAN HS,6.908,60755,FALSE,TRUE,TRUE
68,206,25,25090,413750,213840,NA,W,17457,67,NA,3,1,8,4,1,1,1,5,1,1,2,3,0,2,2,2,2,3,1,1,2,0,2760,2,1,2,3,NA,NA,NORTHFIELD,60093,5742,0.8650296064089168,0,0.1250435388366423,0.00731452455590386,0.00522466039707419,53663,Northfield,0,1,5,-1,0,0,SCHOOL DISTRICT 29,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.296179104477612,140789,FALSE,TRUE,TRUE
69,204,18,18020,125670,28420,NA,W,8120,62,NA,1,1,8,5,2,3,1,2,2,0,3,2,0,NA,NA,2,2,1,1,1,2,0,1825,2,1,1,NA,NA,NA,STREAMWOOD,60107,5601,0.48044991965720407,0.01553294054633101,0.03195857882520978,0.4642028209248349,0.01571148009284056,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,64310,FALSE,TRUE,TRUE
70,206,23,23092,881300,347250,NA,T,16536,70,NA,3,4,10,5,1,1,2,5,1,3,3,2,1,2,NA,2,2,3,2,1,2,0,3754,2,1,2,NA,NA,NA,KENILWORTH,60043,2405,0.9064449064449064,0.00706860706860706,0.05322245322245322,0.02328482328482328,0.01995841995841996,39519,Kenilworth,0,0,1,0,0,0,SCH DISTRICT 38,NEW TRIER TOWNSHIP HIGH SCHOOL  203,8.662,214875,FALSE,TRUE,TRUE
71,211,77,77013,109590,26770,NA,W,3150,102,2,2,2,10,4,1,3,1,5,2,0,3,2,0,2,NA,2,2,7,NA,NA,NA,0,1962,2,2,2,NA,NA,NA,CHICAGO,60651,960,0.021875,0.7895833333333333,0,0.18854166666666664,0,14000,Chicago,0,0,1,0,0,0,MCNAIR,ORR HS,6.89,37656,FALSE,FALSE,TRUE
72,211,77,77091,153160,36710,NA,W,3125,14,3,2,2,18,9,1,3,1,5,2,0,3,3,0,2,2,2,2,3,1,2,2,0,3606,2,2,3,NA,NA,NA,CHICAGO,60623,2847,0.01088865472427116,0.9469617140850016,0.00737618545837723,0.0273972602739726,0.00737618545837723,14000,Chicago,0,0,1,0,0,0,LAWNDALE,MANLEY HS,6.913,28807,FALSE,TRUE,TRUE
73,295,24,24052,69170,81430,NA,W,3016,62,NA,2,2,5,3,1,1,1,5,1,0,3,1,1,2,2,2,2,7,NA,NA,NA,0,1055,2,1,2,NA,NA,NA,SKOKIE,60077,5068,0.4640883977900552,0.01006314127861089,0.31432517758484607,0.1298342541436464,0.1606156274664562,70122,Skokie,0,0,4,1,0,1,SCHOOL DISTRICT 68,COMMUNITY HIGH SCHOOL  219,8.449,75186,FALSE,FALSE,TRUE
74,202,13,13260,33760,19380,NA,O,7050,64,NA,2,1,5,2,4,3,1,5,2,0,3,1,0,2,2,2,2,7,NA,NA,NA,0,981,2,1,1,NA,NA,NA,HAZEL CREST,60429,6919,0.14626391096979333,0.8170255817314641,0.01358577829166064,0.01546466252348605,0.01300766006648359,33695,Hazel Crest,0,0,1,0,0,0,SCHOOL DISTRICT  152 1/2,COMMUNITY HIGH SCHOOL  228,23.833,58531,FALSE,FALSE,TRUE
75,202,15,15085,152370,30980,NA,W,3350,63,NA,2,1,5,3,1,1,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,975,2,1,1,NA,NA,NA,CICERO,60804,5600,0.11660714285714284,0.025,0,0.8583928571428572,0,14351,Cicero,0,0,3,1,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,65638,FALSE,TRUE,TRUE
76,211,72,72171,44260,23430,NA,W,3125,112,2,2,2,7,4,1,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2410,2,2,2,NA,NA,NA,CHICAGO,60621,2910,0.00343642611683848,0.9240549828178696,3.436426116838488e-4,0.06735395189003436,0.00893470790378006,14000,Chicago,0,0,6,0,0,0,BOND,ROBESON HS,6.873317191283292,21266,FALSE,FALSE,TRUE
77,202,31,31060,116660,30160,NA,O,6350,100,NA,1,1,5,2,1,1,1,5,2,0,1,1,0,NA,NA,2,2,4,1,2,2,0,942,2,1,1,3,NA,1,MAYWOOD,60153,3388,0.01800472255017709,0.7901416765053129,0.02892561983471074,0.16292798110979928,0,47774,Maywood,0,0,1,0,0,0,SCHOOL DISTRICT 89,PROVISO TOWNSHIP HIGH SCHOOL 209,21.667,32900,FALSE,TRUE,TRUE
78,211,15,15030,193710,46620,NA,W,5040,100,2,2,5,13,6,1,2,1,2,2,0,1,2,1,2,NA,2,2,7,NA,NA,NA,0,2678,2,2,5,1,NA,NA,CICERO,60804,4870,0.11416837782340862,0.02156057494866529,0.00102669404517453,0.8630390143737167,4.106776180698152e-4,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,46225,FALSE,FALSE,TRUE
79,204,32,32090,74710,110400,NA,W,27600,65,NA,2,1,6,4,1,1,1,5,1,1,3,2,1,NA,NA,2,2,3,2,1,2,0,2032,2,1,1,NA,NA,1,OLYMPIA FIELDS,60461,4171,0.2196116039319108,0.7379525293694558,0.0256533205466315,0,0.03092783505154639,55938,Olympia Fields,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,17.971,97237,FALSE,TRUE,TRUE
80,203,12,12010,102510,32940,NA,T,7752,69,NA,2,1,5,3,1,3,1,2,2,1,3,1,0,NA,NA,2,2,2,1,2,2,0,1140,2,1,1,NA,NA,1,HOMEWOOD,60430,3989,0.635246929054901,0.24241664577588368,0.0210579092504387,0.07570819754324393,0.05114063675106543,35879,Homewood,0,0,1,0,0,0,SCHOOL DISTRICT 153,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,16.657,77608,FALSE,TRUE,TRUE
81,278,73,73081,883230,175000,NA,W,3125,9,NA,1,1,7,3,1,1,1,5,1,2,2,2,1,2,2,2,2,3,1,2,2,0,2680,2,1,2,3,NA,NA,CHICAGO,60657,2826,0.8308563340410474,0.03078556263269639,0.04033970276008492,0.06546355272469923,0.06510969568294409,14000,Chicago,0,0,3,1,0,0,JAHN,LAKE VIEW HS,6.89,178750,FALSE,TRUE,TRUE
82,211,72,72170,48180,30000,NA,W,4000,129,2,2,1,10,4,1,3,2,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2653,2,2,2,NA,NA,1,CHICAGO,60621,2279,0.00307152259763054,0.937691970162352,0,0.05923650724001755,0,14000,Chicago,0,0,1,0,0,0,HARVARD,ROBESON HS,6.873317191283292,25927,FALSE,FALSE,TRUE
83,295,24,24052,118860,27480,NA,W,1018,62,NA,2,1,5,3,1,1,1,5,1,0,3,1,1,NA,NA,2,2,7,NA,NA,NA,0,1055,2,1,1,NA,NA,NA,SKOKIE,60077,5068,0.4640883977900552,0.01006314127861089,0.31432517758484607,0.1298342541436464,0.1606156274664562,70122,Skokie,0,0,4,1,0,1,SCHOOL DISTRICT 68,COMMUNITY HIGH SCHOOL  219,8.449,75186,FALSE,FALSE,TRUE
84,203,72,72121,45250,27620,NA,O,4250,55,NA,2,1,4,2,1,3,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1056,2,1,1,NA,NA,NA,CHICAGO,60636,4064,0.00713582677165354,0.96998031496063,0,0.00664370078740157,0.03248031496062992,14000,Chicago,0,0,2,1,0,0,RANDOLPH,HARPER HS,6.873317191283292,43063,FALSE,TRUE,TRUE
85,234,34,34020,265690,71560,NA,T,8179,60,NA,3,1,7,3,3,1,1,5,1,0,2,1,0,2,2,2,2,3,1,1,2,0,1389,2,1,4,3,NA,1,RIVERSIDE,60546,5210,0.7667946257197696,0.02610364683301343,0.03435700575815739,0.16698656429942418,0.01151631477927063,64421,Riverside,0,0,1,0,0,0,SCHOOL DISTRICT 96,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,12.07,91607,FALSE,TRUE,TRUE
86,203,30,30022,85210,57560,NA,W,10965,65,NA,2,1,7,3,4,3,1,5,1,0,3,1,0,NA,NA,2,2,3,1,1,2,0,1199,2,1,1,NA,NA,NA,HICKORY HILLS,60457,8118,0.66949987681695,0.00800689825080069,0.08745996550874599,0.2310914018231091,0.00788371520078837,34514,Hickory Hills,0,0,1,0,0,0,SCHOOL DISTRICT  117,CONSOLIDATED HIGH SCHOOL  230,12.137,53549,FALSE,TRUE,TRUE
87,203,72,72422,173060,45140,NA,W,4752,65,NA,2,1,5,3,3,3,1,5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1176,2,1,1,NA,NA,NA,CHICAGO,60655,4947,0.8651708105922782,0.02243784111582777,0.00828785122296341,0.08752779462300384,0.03315140489185365,14000,Chicago,0,0,1,0,0,0,MOUNT GREENWOOD,MORGAN PARK HS,6.908,118640,FALSE,TRUE,TRUE
88,203,18,18013,165870,32770,NA,O,5700,34,NA,1,1,7,3,1,3,1,5,1,0,3,1,1,2,NA,2,2,3,1,1,2,0,1240,2,1,1,NA,NA,NA,STREAMWOOD,60107,4906,0.7007745617611089,0.00570729718711781,0.16408479412963717,0.1031390134529148,0.05034651447207501,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,95265,FALSE,TRUE,TRUE
89,278,21,21012,734980,73500,NA,W,8400,31,NA,1,1,8,4,3,3,1,5,1,2,2,2,1,2,NA,2,2,3,1,2,2,0,3351,2,1,2,3,NA,NA,WESTERN SPRINGS,60558,5576,0.9036944045911048,0.01398852223816355,0.00914634146341463,0.05523672883787661,0.03586800573888091,80242,Western Springs,0,0,1,0,0,0,SCHOOL DISTRICT  101,LYONS TOWNSHIP HIGH SCHOOL  204,7.9,162765,FALSE,TRUE,TRUE
90,203,70,70080,89340,34020,NA,W,3780,100,NA,2,1,6,3,1,3,2,5,2,0,1,1,0,2,2,2,2,7,NA,NA,NA,0,1104,2,1,1,3,NA,NA,CHICAGO,60619,6004,0.00766155896069287,0.959526982011992,0.01332445036642238,0.00916055962691539,0.01782145236508994,14000,Chicago,0,0,1,0,0,0,AVALON PARK,HIRSCH HS,6.88386464826358,42766,FALSE,FALSE,TRUE
91,203,71,71410,171530,59520,NA,W,3720,96,NA,2,1,5,2,1,3,2,5,2,0,2,1,0,NA,NA,2,2,1,1,2,2,0,1080,2,1,1,3,NA,2,CHICAGO,60646,5563,0.8096350889807657,1.7975912277548085e-4,0.02714362753909761,0.16070465576127987,0.00233686859608125,14000,Chicago,0,0,1,0,0,0,HITCH,TAFT HS,6.884772382397572,79665,FALSE,TRUE,TRUE
92,202,11,11040,148530,31030,NA,W,2887,59,NA,2,1,5,3,1,3,1,5,1,0,1,1,0,NA,NA,2,2,3,1,2,2,0,990,2,1,1,3,NA,NA,BERWYN,60402,6762,0.18944099378881987,0.04406980183377699,0.0227743271221532,0.7278911564625851,0.02854185152321798,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,60687,FALSE,TRUE,TRUE
93,210,39,39060,108640,21000,NA,T,4000,68,NA,1,1,5,3,4,3,1,5,2,0,3,1,0,2,NA,2,2,1,1,2,2,0,1116,2,1,1,NA,NA,NA,HOMETOWN,60456,4308,0.7934076137418756,0.01230269266480965,0.00162488393686165,0.16225626740947074,0.0436397400185701,35866,Hometown,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  229,12.427,49359,FALSE,TRUE,TRUE
94,203,29,29080,219320,29400,NA,W,8400,45,NA,1,1,6,3,1,3,1,5,2,0,3,1,1,NA,NA,2,2,1,1,1,2,0,1200,2,1,1,NA,NA,NA,PALATINE,60067,6130,0.7768352365415987,0.00505709624796084,0.11745513866231648,0.06492659053833605,0.06737357259380097,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,90685,FALSE,TRUE,TRUE
95,206,22,22150,426670,90860,NA,T,8654,97,NA,1,1,8,4,3,3,2,5,2,0,3,2,1,2,2,2,2,1,1,2,2,0,2443,2,1,2,NA,NA,NA,PARK RIDGE,60068,4457,0.912272829257348,0.00785281579537805,0.05317478124298856,0.02468027821404532,0.00403859098048014,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,134167,FALSE,TRUE,TRUE
96,203,21,21102,127120,26180,NA,W,6547,82,NA,1,1,5,3,2,3,1,5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1216,2,1,1,NA,NA,NA,BRIDGEVIEW,60455,5841,0.7318952234206472,0.03561034069508646,0.01027221366204417,0.2222222222222222,0,08225,Bridgeview,0,0,1,0,0,0,SCHOOL DISTRICT  109,COMMUNITY HIGH SCHOOL  217,14.133,65016,FALSE,TRUE,TRUE
97,204,23,23011,243150,201900,NA,T,11877,64,NA,2,1,7,4,2,3,1,5,2,1,3,1,1,2,2,2,2,3,2,1,2,0,2366,2,1,1,NA,NA,NA,GLENCOE,60022,6421,0.8736956860302134,0.02055754555365208,0.03099205731194518,0.06930384675284224,0.01090172870269428,29652,Glencoe,0,0,6,0,0,0,SCH DISTRICT 35,NEW TRIER TOWNSHIP HIGH SCHOOL  203,8.481,194803,FALSE,TRUE,TRUE
98,203,22,22023,133710,42000,NA,W,7000,70,NA,3,1,5,3,1,3,1,5,1,0,3,1,0,NA,NA,2,2,3,3,2,2,0,1168,2,1,1,NA,NA,NA,DES PLAINES,60016,4486,0.748773963441819,0.00802496656263932,0.04079358002674989,0.16897012929112795,0.06219349086045474,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,84974,FALSE,TRUE,TRUE
99,208,23,23050,867940,166600,NA,W,11900,60,NA,3,1,8,5,3,1,1,5,1,1,3,3,0,2,NA,2,2,3,2,1,1,0,3824,2,1,2,NA,NA,NA,GLENCOE,60022,6421,0.8736956860302134,0.02055754555365208,0.03099205731194518,0.06930384675284224,0.01090172870269428,29652,Glencoe,0,0,2,1,0,0,SCH DISTRICT 35,NEW TRIER TOWNSHIP HIGH SCHOOL  203,8.481,194803,TRUE,TRUE,TRUE
100,203,21,21091,127700,27900,NA,W,4464,79,NA,2,1,6,4,1,3,1,5,1,0,2,2,0,2,NA,2,1,3,1,2,2,0,1609,2,1,5,1,NA,NA,SUMMIT,60501,5715,0.09098862642169728,0.1111111111111111,0.01557305336832896,0.7779527559055118,0.00874890638670166,73638,Summit,0,0,1,0,0,0,SCHOOL DISTRICT  104,COMMUNITY HIGH SCHOOL  217,15.766,41144,FALSE,TRUE,TRUE
101,202,18,18013,142430,44850,NA,W,7800,49,NA,1,1,5,3,1,3,1,5,1,0,3,1,1,2,2,2,2,1,1,1,2,0,984,2,1,1,NA,NA,NA,STREAMWOOD,60107,9141,0.5479706815446888,0.02198884148342632,0.18553768734274148,0.23367246471939612,0.01684717208182912,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,95439,FALSE,TRUE,TRUE
102,204,36,36041,152110,49250,NA,T,8955,64,NA,3,1,7,3,4,3,1,2,1,0,1,1,1,2,NA,2,2,3,2,1,2,0,1820,2,1,5,1,NA,NA,BURBANK,60459,5379,0.6828406767057074,0.02453987730061349,0,0.29131808886410115,0.00260271425915597,09642,Burbank,0,0,1,0,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,12.287,58153,FALSE,TRUE,TRUE
103,203,29,29100,181860,25350,AV,W,7800,63,NA,1,1,5,2,1,1,1,5,1,0,3,3,0,2,2,2,2,4,1,2,2,0,1125,2,1,1,NA,NA,1,ROLLING MEADOWS,60008,4566,0.7490144546649146,0.01971090670170828,0.04686815593517302,0.16732369689005694,0.03416557161629435,65338,Rolling Meadows,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,ARLINGTON HTS TWNSHP H S 214,9.977,72627,FALSE,TRUE,TRUE
104,209,23,23044,1146190,232570,NA,W,12921,14,NA,1,4,10,5,1,1,1,5,1,2,1,4,1,2,2,2,2,3,1,2,2,0,5153,2,1,2,1,NA,1,WINNETKA,60093,5279,0.9143777230536086,0.00303087706004925,0.02292100776662246,0.03371850729304793,0.04110627012691797,82530,Winnetka,0,0,1,0,0,0,SCH DISTRICT 36,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.997,211042,TRUE,TRUE,TRUE
105,211,38,38023,398650,16060,NA,W,2794,41,6,2,2,21,9,1,2,1,5,2,0,3,6,0,2,2,2,2,7,NA,NA,NA,0,4740,2,2,2,NA,NA,NA,WHEELING,60090,6665,0.31972993248312076,0.0649662415603901,0.1603900975243811,0.4459114778694674,0.01800450112528132,81087,Wheeling,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,56698,FALSE,FALSE,TRUE
106,202,72,72194,115680,34650,NA,W,4620,64,NA,2,1,4,2,1,3,1,5,2,0,2,1,0,NA,NA,2,2,7,NA,NA,NA,0,888,2,1,1,3,NA,NA,CHICAGO,60652,6389,0.1774925653466896,0.11958052903427768,0.01314759743308812,0.6850837376741274,0.00735639380184692,14000,Chicago,0,0,1,0,0,0,STEVENSON,BOGAN HS,6.949,67765,FALSE,FALSE,TRUE
107,202,29,29100,137270,32810,NA,W,10097,66,NA,1,1,4,2,4,3,1,5,1,0,3,1,0,2,2,2,2,2,1,2,2,0,861,2,1,1,NA,NA,NA,ROLLING MEADOWS,60008,3437,0.7291242362525459,0.00727378527785859,0.01832993890020366,0.23305208030258948,0.02211230724469013,65338,Rolling Meadows,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,ARLINGTON HTS TWNSHP H S 214,9.977,91010,FALSE,TRUE,TRUE
108,203,71,71430,206510,57350,NA,T,4588,63,NA,1,1,4,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,1130,2,1,1,NA,NA,NA,CHICAGO,60656,4700,0.7976595744680851,8.51063829787234e-4,0.03723404255319149,0.15361702127659574,0.02127659574468085,14000,Chicago,0,0,1,0,0,0,GARVY,TAFT HS,6.894,81458,FALSE,TRUE,TRUE
109,211,31,31092,209430,23950,NA,W,4166,98,2,2,1,9,4,1,2,1,2,2,0,1,2,0,2,2,2,2,3,1,2,2,0,2160,2,2,1,3,NA,NA,FOREST PARK,60130,6035,0.5367025683512842,0.2311516155758078,0.11068765534382768,0.0916321458160729,0.05733222866611433,26935,Forest Park,0,0,1,0,0,0,SCHOOL DISTRICT 91,PROVISO TOWNSHIP HIGH SCHOOL 209,12.075,59485,FALSE,TRUE,TRUE
110,234,72,72120,59980,21340,NA,W,3284,48,NA,2,1,5,2,3,1,1,5,2,0,3,1,1,2,NA,2,2,3,1,2,2,0,1000,2,1,4,NA,NA,NA,CHICAGO,60636,1905,5.249343832020997e-4,0.94750656167979,0,0.05196850393700787,0,14000,Chicago,0,0,1,0,0,0,O'TOOLE,HARPER HS,6.873317191283292,28466,FALSE,TRUE,TRUE
111,278,23,23092,1239170,186900,NA,W,8900,20,NA,2,4,9,4,1,1,1,5,1,2,2,3,1,2,2,2,2,3,1,2,2,0,3675,2,1,2,1,NA,NA,WILMETTE,60091,4861,0.8543509565932935,0.00761160255091545,0.08331619008434478,0.02962353425221148,0.05019543303846945,82075,Wilmette,0,0,1,0,0,0,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.823,196371,FALSE,TRUE,TRUE
112,211,77,77091,57290,36710,NA,W,3125,115,2,2,2,5,3,3,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1656,2,2,2,NA,NA,NA,CHICAGO,60623,4311,0.01020644861980978,0.947344003711436,0,0.04244954766875435,0,14000,Chicago,0,0,1,0,0,0,HERZL,FARRAGUT HS,6.913,25405,FALSE,FALSE,TRUE
113,203,22,22030,212910,52340,AV,W,8375,67,NA,3,1,6,4,2,3,2,5,2,0,2,1,1,2,2,2,2,3,1,2,2,0,1479,2,1,1,3,NA,1,DES PLAINES,60016,4486,0.748773963441819,0.00802496656263932,0.04079358002674989,0.16897012929112795,0.06219349086045474,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,84974,FALSE,TRUE,TRUE
114,203,70,70280,92580,24370,NA,W,3750,60,NA,2,1,5,3,1,3,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1152,2,1,1,NA,NA,NA,CHICAGO,60633,2726,0.40498899486427,0.03961848862802641,0,0.5553925165077036,0,14000,Chicago,0,0,1,0,0,0,GRISSOM,WASHINGTON HS,6.908,53125,FALSE,TRUE,TRUE
115,234,72,72282,47880,28120,NA,W,3750,57,NA,1,1,4,2,3,1,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1027,2,1,4,NA,NA,NA,CHICAGO,60620,2695,0.00482374768089053,0.9810760667903524,0,0.0085343228200371,0.00927643784786642,14000,Chicago,0,0,5,1,0,0,KIPLING,HARLAN HS,6.908,51313,FALSE,FALSE,TRUE
116,203,32,32130,50600,27320,NA,T,7808,72,NA,1,1,6,4,1,3,1,5,2,0,1,2,0,NA,NA,2,2,2,1,2,2,0,1146,2,1,1,1,NA,NA,MATTESON,60443,5380,0.12843866171003718,0.812639405204461,0.02973977695167286,0.02304832713754646,0.01226765799256505,47540,Matteson,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,17.749,49719,FALSE,TRUE,TRUE
117,278,18,18014,67830,171660,NA,W,20196,26,NA,1,1,7,3,1,3,1,5,1,1,3,2,0,2,1,2,2,3,1,1,2,0,2246,2,1,2,NA,NA,NA,ELGIN,60120,5481,0.25305601167670133,0.01933953658091589,0.08064221857325306,0.6376573617952929,0.01860974274767378,23074,Elgin,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.511,69559,FALSE,TRUE,TRUE
118,234,28,28047,197440,57880,NA,O,11025,34,NA,3,1,8,4,3,1,1,5,1,1,3,2,1,2,2,2,2,3,3,1,2,0,2672,2,1,4,NA,NA,NA,TINLEY PARK,60487,9619,0.8735835325917455,0.01060401289115292,0.04678240981390997,0.05832207090134109,0.021415947603701,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,11.122,97899,FALSE,TRUE,TRUE
